statement,annotator1_score,annotator2_score,annotator3_score,humour_score
This exercise conforms to the PLAYFUL or EVOLUTIONARY THEORY of humour as we learn to become playful with our everyday errors.,0,0,0,0
"Once you've performed this exercise successfully on distant problems, you can start to apply this to more recent setbacks.*You might find this difficult at first - I definitely did! But it becomes easier and feels more natural with practice, like learning to swim.",0,0,0,0
The ability to laugh at our hardships will eventually allow us to overcome them and even use them for personal strength and growth.,0,0,0,0
"You may be able to exploit one or some of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour.*These are at the start of the protocols document, which I know, can be a lot to digest at once, so it might be worth reviewing these theories when you can.",0,1,0,0
"I've found that it helps to come to terms with, accept and even try to ""love"" (as the world-renowned philosopher Nietzsche puts it) our hardships.*We call this LAUGHING AT LONG-TERM SUFFERING. Have you tried this before? ",0,0,0,0
It is important to spend some time reflecting on our hardships before attempting to laugh them off.,0,0,0,0
Do practise this again whenever you're ready.,0,0,0,0
I’d encourage you to try this again when you can. ,0,0,0,0
Please do feel free to practise this again whenever it suits you.,0,0,0,0
"Whenever it suits you, feel free to practise this again.",0,0,0,0
Feel free to try this again when you like. ,0,0,0,0
I'd encourage you to practice this again whenever you feel ready.,0,0,0,0
"So this will be fun! To invent your form of laughter, try these steps:*Relax the muscles near your mouth and leave it open while repeating any one of these vowel phrases and transforming it into laughter: {}*I would recommend keeping the required energy for your laughter minimal, so you can hold it for extended periods if needed.",0,0,0,0
This should be fun then! You must perform the following steps to create your own laughter form cheerfully:*Loosen the muscles around your mouth and keep it open while repeating one of the following phrases (picking any vowel) and transforming it into laughter: {}*You'd want to be able to use your laughter form for extended periods so ensure that it requires a minimum amount of energy.,0,0,0,0
"So this should be fun! In order to playfully create your form of laughter, you can do the following:*Relax the muscles surrounding your mouth and leave it open while continuously saying one of these repetitive phrases, transforming it into laughter: {}*Make sure your form of laughter doesn't require too much energy so that you are able to use it for a long time.",0,0,0,0
One example could be showing up to work with two different colour socks by accident. That would be quite embarrassing.,0,0,0,0
"I see, so you don't recall making any mistakes.",0,0,0,0
I see. So there are no incongruities in your life right now.,0,0,0,0
"Of course, {}. There are many terms related to humour, so this can get confusing sometimes.*An incongruity is an inconsistency or discrepancy that can usually be in the outside world or your own life, mind and behaviours. It could even be a contrast between world realities compared to our expectations.*One example I can think of is getting a seat on the tube during peak hours.",0,0,0,0
"So, we can laugh at them using the INCONGRUITY and EVOLUTIONARY THEORIES of humour. An example could be forgetting your charger at home.",0,1,0,0
"From listening to what you have said I take from that that you are feeling {}, is my understanding correct?",0,0,0,0
"I see, thank you for sharing. I think that you are feeling {}, would I be correct in saying that?",0,0,0,0
Glad you're good. ,0,0,0,0
I'm glad for you.,0,0,0,0
Sorry to hear that. ,0,0,0,0
"Ah, that's unfortunate to hear. ",0,0,0,0
"Thank you for sharing. I believe that you are {}, am I correct in saying that?",0,0,1,0
"If I'm understanding correctly, you would identify as being {}, is that a fair assessment?",0,0,0,0
"I'm sorry you feel that way, and I would like to know a bit more so I can help. ",0,0,0,0
"Oh, I am sorry to hear that. I would like to know more about what made you feel that way. ",0,0,0,0
A more detailed version of these can also be found here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0,0,0,0
You can find a more detailed version of these here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0,1,0,0
Do you want to look at a more relevant humour exercise?,0,0,0,0
Would you like to learn a more relevant laughter protocol?,0,0,0,0
"But joking apart, how would you say you're feeling?",0,0,0,0
"Joking apart, how do you feel?",0,0,0,0
So is your body in a playful mode?,0,1,0,0
"Anyway, do you feel that you're in a playful mode?",0,0,0,0
"I ask again, do you spend time acknowledging your small accomplishments?",0,0,0,0
So do you remember to acknowledge your small achievements,0,0,0,0
Let's get back to the point.,0,0,1,0
Back to it.,0,0,0,0
"Anyway, have you tried developing this attitude towards your hardship?",0,0,0,0
"All kidding aside, have you tried accepting your hardship in this way?",0,0,0,0
So could you try laughing this off?,0,0,1,0
"Anyway, could you try laughing at this?",0,0,0,0
"But joking aside, does that seem clear?",0,0,0,0
"Anyway, does that make sense?",0,0,0,0
"Oh, sorry. Could you select which emotion are you feeling, or the one that is closest to it?",0,0,0,0
I am sorry I misunderstood that. Could I ask that you choose from the list below the emotion that more accurately captures how you are feeling?,0,0,0,0
"Great, feel free to try this.",0,0,0,0
I'm glad. How about trying this when you're by yourself and coming back to tell me how it goes!,0,0,0,0
"Great, happy to hear it.",0,0,0,0
"Awesome, happy to hear it.",0,0,0,0
My apologies for the misunderstanding. It would be really helpful if you could select an emotion below that truly reflects how you are feeling.,0,0,1,0
"I ask again, could you try laughing at this?",0,0,0,0
It's great to hear that you feel this way. ,0,0,0,0
"But really, how would you say you're feeling?",0,0,0,0
"I'm sorry to hear that I have misunderstood. In your own words, please could you specify the emotion that you are feeling?",0,0,0,0
"If you wish, I can show you another more relevant humour exercise.",0,0,0,0
How about exploring another more relevant laughter exercise?,0,0,0,0
"Thank you. From what you have told me I understand that you are feeling {}, do you think this more or less describes the way you're feeling?",0,1,0,0
"Ah, I'm glad you're turning to a sense of humour in times like this.",0,0,0,0
Sorry to hear that. Humour might be the answer to your troubles.,0,0,1,0
"Oh no, hopefully, this session will improve how you're feeling.",0,0,0,0
So have you tried developing this attitude towards your hardship?,0,0,0,0
"Anyway, have you tried coming to terms with your hardship in this way?",0,0,0,0
"Right, back to where we were.",0,0,0,0
